AccessionNumber,doi,PubMedID,title,authors,source,citations,publicationDate,fieldCode,researchDesign,individualLevelData,firstContact,dateFirstResponse,responseCode,reasons,requirements,reasonsDetail
WOS:000338130300014,https://dx.doi.org/10.1093/schbul/sbt081,MEDLINE:23728248,The Social Cognition Psychometric Evaluation Study: Results Of The Expert Survey And Rand Panel,"PINKHAM, AE;PENN, DL;GREEN, MF;BUCK, B;HEALEY, K;HARVEY, PD",SCHIZOPHRENIA BULL 40 (4): 813-823 JUL 2014,49,2014,NA,,N,,,,,,
WOS:000332498500010,https://dx.doi.org/10.1016/j.tics.2013.11.005,MEDLINE:24373885,"The What, When, Where, And How Of Visual Word Recognition","CARREIRAS, M;ARMSTRONG, BC;PEREA, M;FROST, R",TRENDS COGN SCI 18 (2): 90-98 FEB 2014,49,2014,NA,,N,,,,,,
WOS:000327763600003,https://dx.doi.org/10.1016/j.jad.2013.09.012,MEDLINE:24215896,Cognitive Dysfunction In Unipolar Depression: Implications For Treatment,"TRIVEDI, MH;GREER, TL",J AFFECT DISORDERS 152: 19-27 JAN 2014,49,2014,NA,,N,,,,,,
WOS:000331802400002,https://dx.doi.org/10.1037/a0033888,MEDLINE:24001035,From The Laboratory To The Therapy Room National Dissemination And Implementation Of Evidence-Based Psychotherapies In The U.S. Department Of Veterans Affairs Health Care System,"KARLIN, BE;CROSS, G",AMER PSYCHOL 69 (1): 19-33 JAN 2014,49,2014,NA,,N,,,,,,
WOS:000331803200007,https://dx.doi.org/10.1037/a0035623,MEDLINE:24547803,"Acceptance And Commitment Therapy And Mindfulness For Chronic Pain Model, Process, And Progress","MCCRACKEN, LM;VOWLES, KE",AMER PSYCHOL 69 (2): 178-187 SP. ISS. SI FEB-MAR 2014,49,2014,NA,,N,,,,,,
WOS:000335442200016,https://dx.doi.org/10.1016/j.schres.2014.03.005,MEDLINE:24704219,Cytokine Function In Medication-Naive First Episode Psychosis: A Systematic Review And Meta-Analysis,"UPTHEGROVE, R;MANZANARES-TESON, N;BARNES, NM",SCHIZOPHR RES 155 (1-3): 101-108 MAY 2014,49,2014,NA,,N,,,,,,
WOS:000337214600007,https://dx.doi.org/10.1016/j.tics.2014.02.003,MEDLINE:24630971,Dispositional Optimism,"CARVER, CS;SCHEIER, MF",TRENDS COGN SCI 18 (6): 293-299 JUN 2014,48,2014,NA,,N,,,,,,
WOS:000337649300006,https://dx.doi.org/10.1016/j.jpsychires.2014.03.005,,"E-Cigarette Prevalence And Correlates Of Use Among Adolescents Versus Adults: A Review, And Comparison","CHAPMAN, SLC;WU, LT",J PSYCHIATR RES 54: 43-54 JUL 2014,48,2014,NA,,N,,,,,,
WOS:000331859000005,https://dx.doi.org/10.1016/j.cpr.2014.01.002,MEDLINE:24487344,Psychological Treatment Of Generalized Anxiety Disorder: A Meta-Analysis,"CUIJPERS, P;SIJBRANDIJ, M;KOOLE, S;HUIBERS, M;BERKING, M;ANDERSSON, G",CLIN PSYCHOL REV 34 (2): 130-140 MAR 2014,48,2014,NA,,N,,,,,,
WOS:000339437100007,https://dx.doi.org/10.1111/bjop.12046,MEDLINE:24844115,From Alpha To Omega: A Practical Solution To The Pervasive Problem Of Internal Consistency Estimation,"DUNN, TJ;BAGULEY, T;BRUNSDEN, V",BRIT J PSYCHOL 105 (3): 399-412 AUG 2014,48,2014,NA,,N,,,,,,
WOS:000332348400013,https://dx.doi.org/10.1176/appi.ajp.2013.13040574,MEDLINE:24220667,Multicenter Voxel-Based Morphometry Mega-Analysis Of Structural Brain Scans In Obsessive-Compulsive Disorder,"DE WIT, SJ;ALONSO, P;SCHWEREN, L;MATAIX-COLS, D;LOCHNER, C;MENCHON, JM;STEIN, DJ;FOUCHE, JP;SORIANO-MAS, C;SATO, JR;HOEXTER, MQ;DENYS, D;NAKAMAE, T;NISHIDA, S;KWON, JS;JANG, JH;BUSATTO, GF;CARDONER, N;CATH, DC;FUKUI, K;JUNG, WH;KIM, SN;MIGUEL, EC;NARUMOTO, J;PHILLIPS, ML;PUJOL, J;REMIJNSE, PL;SAKAI, Y;SHIN, NY;YAMADA, K;VELTMAN, DJ;VAN DEN HEUVEL, OA",AMER J PSYCHIAT 171 (3): 340-349 MAR 2014,48,2014,NA,,N,,,,,,
WOS:000332418400004,https://dx.doi.org/10.1093/schbul/sbt197,MEDLINE:24375459,A Review Of Reward Processing And Motivational Impairment In Schizophrenia,"STRAUSS, GP;WALTZ, JA;GOLD, JM",SCHIZOPHRENIA BULL 40: S107-S116 SUPPL. 2 MAR 2014,48,2014,NA,,N,,,,,,
WOS:000330559600012,https://dx.doi.org/10.1177/0963721413512856,,The New Science Of Wise Psychological Interventions,"WALTON, GM",CURR DIRECTIONS PSYCHOL SCI 23 (1): 73-82 FEB 2014,48,2014,NA,,N,,,,,,
WOS:000335147000009,https://dx.doi.org/10.1037/a0032853,MEDLINE:23730717,Does Theory Influence The Effectiveness Of Health Behavior Interventions? Meta-Analysis,"PRESTWICH, A;SNIEHOTTA, FF;WHITTINGTON, C;DOMBROWSKI, SU;ROGERS, L;MICHIE, S",HEALTH PSYCHOL 33 (5): 465-474 MAY 2014,48,2014,NA,,N,,,,,,
WOS:000335970400002,https://dx.doi.org/10.1111/pops.12055,,Understanding The Determinants Of Political Ideology: Implications Of Structural Complexity,"FELDMAN, S;JOHNSTON, C",POLIT PSYCHOL 35 (3): 337-358 JUN 2014,47,2014,NA,,N,,,,,,
WOS:000337773800005,https://dx.doi.org/10.1016/j.intell.2013.04.001,,Deliberate Practice: Is That All It Takes To Become An Expert?,"HAMBRICK, DZ;OSWALD, FL;ALTMANN, EM;MEINZ, EJ;GOBET, F;CAMPITELLI, G",INTELLIGENCE 45: 34-45 SP. ISS. SI JUL-AUG 2014,47,2014,NA,,N,,,,,,
WOS:000345453500001,https://dx.doi.org/10.1037/a0034332,MEDLINE:24377408,Expanding The Lens Of Evidence-Based Practice In Psychotherapy: A Common Factors Perspective,"LASKA, KM;GURMAN, AS;WAMPOLD, BE",PSYCHOTHERAPY 51 (4): 467-481 DEC 2014,47,2014,NA,,N,,,,,,
WOS:000331845100007,https://dx.doi.org/10.1037/a0033065,MEDLINE:23731175,Does Heightening Risk Appraisals Change Peoples Intentions And Behavior? A Meta-Analysis Of Experimental Studies,"SHEERAN, P;HARRIS, PR;EPTON, T",PSYCHOL BULL 140 (2): 511-543 MAR 2014,47,2014,NA,,N,,,,,,
WOS:000334750800003,https://dx.doi.org/10.1093/schbul/sbu038,MEDLINE:24636965,Metacognitive Capacities For Reflection In Schizophrenia: Implications For Developing Treatments,"LYSAKER, PH;DIMAGGIO, G",SCHIZOPHRENIA BULL 40 (3): 487-491 MAY 2014,47,2014,NA,,N,,,,,,
WOS:000329317700002,https://dx.doi.org/10.1007/s10461-013-0476-2,MEDLINE:23620241,Hiv Among Black Men Who Have Sex With Men (Msm) In The United States: A Review Of The Literature,"MAULSBY, C;MILLETT, G;LINDSEY, K;KELLEY, R;JOHNSON, K;MONTOYA, D;HOLTGRAVE, D",AIDS BEHAV 18 (1): 10-25 JAN 2014,47,2014,NA,,N,,,,,,
WOS:000332055300056,https://dx.doi.org/10.1016/j.chb.2013.04.021,,Culture Effects On The Knowledge Sharing In Multi-National Virtual Classes: A Mixed Method,"ZHANG, X;DE PABLOS, PO;XU, QK",COMPUT HUM BEHAV 31: 491-498 FEB 2014,47,2014,NA,,N,,,,,,
WOS:000330215700003,https://dx.doi.org/10.1016/j.jad.2013.11.014,MEDLINE:24388038,"A Review Of Ketamine In Affective Disorders: Current Evidence Of Clinical Efficacy, Limitations Of Use And Pre-Clinical Evidence On Proposed Mechanisms Of Action","NAUGHTON, M;CLARKE, G;OLEARY, OF;CRYAN, JF;DINAN, TG",J AFFECT DISORDERS 156: 24-35 MAR 2014,46,2014,NA,,N,,,,,,
WOS:000333545600006,https://dx.doi.org/10.1176/appi.ps.201300244,MEDLINE:24549400,Peer Support Services For Individuals With Serious Mental Illnesses: Assessing The Evidence,"CHINMAN, M;GEORGE, P;DOUGHERTY, RH;DANIELS, AS;GHOSE, SS;SWIFT, A;DELPHIN-RITTMON, ME",PSYCHIATR SERVICES 65 (4): 429-441 APR 2014,46,2014,NA,,N,,,,,,
WOS:000327884100005,https://dx.doi.org/10.1002/ab.21502,MEDLINE:24037754,Moral Disengagement Among Children And Youth: A Meta-Analytic Review Of Links To Aggressive Behavior,"GINI, G;POZZOLI, T;HYMEL, S",AGGRESS BEHAV 40 (1): 56-68 JAN 2014,46,2014,NA,,N,,,,,,
WOS:000334084000020,https://dx.doi.org/10.1016/j.actpsy.2014.01.016,MEDLINE:24583622,Association Between Individual Differences In Non-Symbolic Number Acuity And Math Performance: A Meta-Analysis,"CHEN, QX;LI, JG",ACTA PSYCHOL 148: 163-172 MAY 2014,46,2014,NA,,N,,,,,,
WOS:000331218800001,https://dx.doi.org/10.1111/cdev.12205,MEDLINE:24341286,Global Perspectives On Resilience In Children And Youth,"MASTEN, AS",CHILD DEVELOP 85 (1): 6-20 JAN 2014,46,2014,NA,,N,,,,,,
WOS:000331803200005,https://dx.doi.org/10.1037/a0035747,MEDLINE:24547801,"Cognitive-Behavioral Therapy For Individuals With Chronic Pain Efficacy, Innovations, And Directions For Research","EHDE, DM;DILLWORTH, TM;TURNER, JA",AMER PSYCHOL 69 (2): 153-166 SP. ISS. SI FEB-MAR 2014,46,2014,NA,,N,,,,,,
WOS:000329821700006,https://dx.doi.org/10.1146/annurev-psych-010213-115035,MEDLINE:23808916,Color Psychology: Effects Of Perceiving Color On Psychological Functioning In Humans,"ELLIOT, AJ;MAIER, MA",ANNU REV PSYCHOL 65: 95-120 2014,46,2014,NA,,N,,,,,,
WOS:000336006400002,https://dx.doi.org/10.1111/jcpp.12152,MEDLINE:24117854,Annual Research Review: A Developmental Psychopathology Approach To Understanding Callous-Unemotional Traits In Children And Adolescents With Serious Conduct Problems,"FRICK, PJ;RAY, JV;THORNTON, LC;KAHN, RE",J CHILD PSYCHOL PSYCHIAT 55 (6): 532-548 JUN 2014,45,2014,NA,,N,,,,,,
WOS:000336915600016,https://dx.doi.org/10.1001/jamapsychiatry.2014.112,MEDLINE:24789675,Efficacy Of Pharmacotherapy And Psychotherapy For Adult Psychiatric Disorders A Systematic Overview Of Meta-Analyses,"HUHN, M;TARDY, M;SPINELI, LM;KISSLING, W;FORSTL, H;PITSCHEL-WALZ, G;LEUCHT, C;SAMARA, M;DOLD, M;DAVIS, JM;LEUCHT, S",JAMA PSYCHIATRY 71 (6): 706-715 JUN 2014,45,2014,NA,,N,,,,,,
WOS:000337508200005,https://dx.doi.org/10.1038/tp.2014.4,MEDLINE:24518398,Environmental Toxicants And Autism Spectrum Disorders: A Systematic Review,"ROSSIGNOL, DA;GENUIS, SJ;FRYE, RE",TRANSL PSYCHIATR 4: - FEB 2014,45,2014,NA,,N,,,,,,
WOS:000352487000005,https://dx.doi.org/10.1001/jamapsychiatry.2014.2502,MEDLINE:25671328,Mortality In Mental Disorders And Global Disease Burden Implications A Systematic Review And Meta-Analysis,"WALKER, ER;MCGEE, RE;DRUSS, BG",JAMA PSYCHIATRY 72 (4): 334-341 APR 2015,104,2015,NA,,N,,,,,,
WOS:000349540600001,https://dx.doi.org/10.1080/00273171.2014.962683,MEDLINE:26609740,An Index And Test Of Linear Moderated Mediation,"HAYES, AF",MULTIVARIATE BEHAV RES 50 (1): 1-22 JAN 2 2015,80,2015,NA,,N,,,,,,
WOS:000348626200022,https://dx.doi.org/10.1016/j.neuropsychologia.2014.11.021,MEDLINE:25448853,Evidence That Transcranial Direct Current Stimulation (Tdcs) Generates Little-To-No Reliable Neurophysiologic Effect Beyond Mep Amplitude Modulation In Healthy Human Subjects: A Systematic Review,"HORVATH, JC;FORTE, JD;CARTER, O",NEUROPSYCHOLOGIA 66: 213-236 JAN 2015,69,2015,NA,,N,,,,,,
WOS:000355807400011,https://dx.doi.org/10.1001/jamapsychiatry.2015.0071,MEDLINE:25785575,Large-Scale Network Dysfunction In Major Depressive Disorder A Meta-Analysis Of Resting-State Functional Connectivity,"KAISER, RH;ANDREWS-HANNA, JR;WAGER, TD;PIZZAGALLI, DA",JAMA PSYCHIATRY 72 (6): 603-611 JUN 2015,68,2015,NA,,N,,,,,,
WOS:000349616800002,https://dx.doi.org/10.1017/S0033291714000129,MEDLINE:24569086,What Is The Impact Of Mental Health-Related Stigma On Help-Seeking? A Systematic Review Of Quantitative And Qualitative Studies,"CLEMENT, S;SCHAUMAN, O;GRAHAM, T;MAGGIONI, F;EVANS-LACKO, S;BEZBORODOVS, N;MORGAN, C;RUSCH, N;BROWN, JSL;THORNICROFT, G",PSYCHOL MED 45 (1): 11-27 JAN 2015,68,2015,NA,,N,,,,,,
WOS:000348560800020,https://dx.doi.org/10.1146/annurev-psych-010814-015331,MEDLINE:25293689,The Science Of Mind Wandering: Empirically Navigating The Stream Of Consciousness,"SMALLWOOD, J;SCHOOLER, JW",ANNU REV PSYCHOL 66: 487-518 2015,67,2015,NA,,N,,,,,,
WOS:000348560800006,https://dx.doi.org/10.1146/annurev-psych-010814-015031,MEDLINE:25251486,The Cognitive Neuroscience Of Working Memory,"DESPOSITO, M;POSTLE, BR",ANNU REV PSYCHOL 66: 115-142 2015,66,2015,NA,,N,,,,,,
WOS:000350302100014,https://dx.doi.org/10.1111/jcpp.12381,MEDLINE:25649325,Annual Research Review: A Meta-Analysis Of The Worldwide Prevalence Of Mental Disorders In Children And Adolescents,"POLANCZYK, GV;SALUM, GA;SUGAYA, LS;CAYE, A;ROHDE, LA",J CHILD PSYCHOL PSYCHIAT 56 (3): 345-365 SP. ISS. SI MAR 2015,63,2015,NA,,N,,,,,,
WOS:000350648700001,https://dx.doi.org/10.1080/1047840X.2014.940781,,Emotion Regulation: Current Status And Future Prospects,"GROSS, JJ",PSYCHOL INQ 26 (1): 1-26 JAN 2 2015,54,2015,NA,,N,,,,,,
WOS:000351242300008,https://dx.doi.org/10.1177/1745691614568352,MEDLINE:25910392,Loneliness And Social Isolation As Risk Factors For Mortality: A Meta-Analytic Review,"HOLT-LUNSTAD, J;SMITH, TB;BAKER, M;HARRIS, T;STEPHENSON, D",PERSPECT PSYCHOL SCI 10 (2): 227-237 MAR 2015,53,2015,NA,,N,,,,,,
WOS:000347953200010,https://dx.doi.org/10.1177/0956797614557866,MEDLINE:25475825,Cognitive Advantage In Bilingualism: An Example Of Publication Bias?,"DE BRUIN, A;TRECCANI, B;DELLA SALA, S",PSYCHOL SCI 26 (1): 99-107 JAN 2015,51,2015,NA,,N,,,,,,
WOS:000351530700004,https://dx.doi.org/10.3758/s13423-014-0699-x,MEDLINE:25102926,Improving Fluid Intelligence With Training On Working Memory: A Meta-Analysis,"AU, J;SHEEHAN, E;TSAI, N;DUNCAN, GJ;BUSCHKUEHL, M;JAEGGI, SM",PSYCHONOMIC BULL REV 22 (2): 366-377 APR 2015,50,2015,NA,,N,,,,,,
WOS:000348560800003,https://dx.doi.org/10.1146/annurev-psych-010213-115159,MEDLINE:25251489,"The Nucleus Accumbens: An Interface Between Cognition, Emotion, And Action","FLORESCO, SB",ANNU REV PSYCHOL 66: 25-52 2015,50,2015,NA,,N,,,,,,
WOS:000351676500001,https://dx.doi.org/10.1111/psyp.12370,MEDLINE:25327938,The Reward Positivity: From Basic Research On Reward To A Biomarker For Depression,"PROUDFIT, GH",PSYCHOPHYSIOLOGY 52 (4): 449-459 APR 2015,48,2015,NA,,N,,,,,,
WOS:000353076400001,https://dx.doi.org/10.1016/j.cpr.2015.01.006,MEDLINE:25689576,How Do Mindfulness-Based Cognitive Therapy And Mindfulness-Based Stress Reduction Improve Mental Health And Wellbeing? A Systematic Review And Meta-Analysis Of Mediation Studies,"GU, J;STRAUSS, C;BOND, R;CAVANAGH, K",CLIN PSYCHOL REV 37: 1-12 APR 2015,48,2015,NA,,N,,,,,,
WOS:000352322300002,https://dx.doi.org/10.1037/a0038695,MEDLINE:25844873,"Robust Speech Perception: Recognize The Familiar, Generalize To The Similar, And Adapt To The Novel","KLEINSCHMIDT, DF;JAEGER, TF",PSYCHOL REV 122 (2): 148-203 APR 2015,46,2015,NA,,N,,,,,,
WOS:000349656200003,https://dx.doi.org/10.1192/bjp.bp.114.146761,MEDLINE:25561486,Efficacy Of Cognitive Bias Modification Interventions In Anxiety And Depression: Meta-Analysis,"CRISTEA, IA;KOK, RN;CUIJPERS, P",BRIT J PSYCHIAT 206 (1): 7-16 JAN 2015,46,2015,NA,,N,,,,,,
WOS:000347864000004,https://dx.doi.org/10.1016/j.tics.2014.10.003,MEDLINE:25467129,Understanding The Behavioural Consequences Of Noninvasive Brain Stimulation,"BESTMANN, S;DE BERKER, AO;BONAIUTO, J",TRENDS COGN SCI 19 (1): 13-20 JAN 2015,45,2015,NA,,N,,,,,,
WOS:000348560800013,https://dx.doi.org/10.1146/annurev-psych-010814-015156,MEDLINE:25089362,Beyond Simple Models Of Self-Control To Circuit-Based Accounts Of Adolescent Behavior,"CASEY, BJ",ANNU REV PSYCHOL 66: 295-319 2015,45,2015,NA,,N,,,,,,
WOS:000352487000002,https://dx.doi.org/10.1001/jamapsychiatry.2014.2206,MEDLINE:25651064,Identification Of A Common Neurobiological Substrate For Mental Illness,"GOODKIND, M;EICKHOFF, SB;OATHES, DJ;JIANG, Y;CHANG, A;JONES-HAGATA, LB;ORTEGA, BN;ZAIKO, YV;ROACH, EL;KORGAONKAR, MS;GRIEVE, SM;GALATZER-LEVY, I;FOX, PT;ETKIN, A",JAMA PSYCHIATRY 72 (4): 305-315 APR 2015,73,2015,NA,,N,,,,,,
